"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","194.210.222.142","194.210.223.255","NBNS","92","Name query NB BRWA8934A2177F6<00>"
"2","0.000431","194.210.222.78","224.0.0.251","MDNS","193","Standard query response 0x0000 PTR Altti - MacBook Air._companion-link._tcp.local TXT"
"3","0.000795","fe80::c4:2e65:e52d:f9d9","ff02::fb","MDNS","213","Standard query response 0x0000 PTR Altti - MacBook Air._companion-link._tcp.local TXT"
"4","0.001164","194.210.221.69","224.0.0.251","MDNS","309","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 07A50659-FFCC-41A8-BA0F-399C7003BB14._asquic._udp.local SRV, cache flush 0 0 50017 matilde.local AAAA, cache flush fe80::41a:40fd:5238:7eda A, cache flush 194.210.221.69 AAAA, cache flush 2001:690:2100:1016:10ee:c9c6:b167:3aa8 NSEC, cache flush 07A50659-FFCC-41A8-BA0F-399C7003BB14._asquic._udp.local NSEC, cache flush matilde.local"
"5","0.001351","fe80::41a:40fd:5238:7eda","ff02::fb","MDNS","329","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 07A50659-FFCC-41A8-BA0F-399C7003BB14._asquic._udp.local SRV, cache flush 0 0 50017 matilde.local AAAA, cache flush fe80::41a:40fd:5238:7eda A, cache flush 194.210.221.69 AAAA, cache flush 2001:690:2100:1016:10ee:c9c6:b167:3aa8 NSEC, cache flush 07A50659-FFCC-41A8-BA0F-399C7003BB14._asquic._udp.local NSEC, cache flush matilde.local"
"6","0.001579","194.210.234.246","224.0.0.251","MDNS","197","Standard query response 0x0000 TXT PTR Esconderijo Escondido._companion-link._tcp.local"
"7","0.001779","fe80::18ca:929e:d120:d04c","ff02::fb","MDNS","217","Standard query response 0x0000 TXT PTR Esconderijo Escondido._companion-link._tcp.local"
"8","0.002048","194.210.223.93","224.0.0.251","MDNS","162","Standard query response 0x0000 PTR Davidâ\200\231s iPad._companion-link._tcp.local TXT"
"9","0.002254","fe80::1419:6dc9:b59a:8cf0","ff02::fb","MDNS","182","Standard query response 0x0000 PTR Davidâ\200\231s iPad._companion-link._tcp.local TXT"
"10","0.002609","194.210.222.238","224.0.0.251","MDNS","241","Standard query response 0x0000 PTR MacBook Air de Helena (2)._companion-link._tcp.local TXT OPT"
"11","0.002862","fe80::1070:4b9b:1fc7:4f03","ff02::fb","MDNS","261","Standard query response 0x0000 PTR MacBook Air de Helena (2)._companion-link._tcp.local TXT OPT"
"12","0.003106","194.210.223.232","194.210.223.255","NBNS","110","Release NB MACBOOKPRO-2E9C<00>"
"13","0.003195","194.210.223.232","224.0.0.251","MDNS","208","Standard query response 0x0000 PTR MacBook Pro de Gon\303\247alo._companion-link._tcp.local TXT"
"14","0.003385","fe80::14e4:a0f8:94db:b24a","ff02::fb","MDNS","228","Standard query response 0x0000 PTR MacBook Pro de Gon\303\247alo._companion-link._tcp.local TXT"
"15","0.003729","194.210.221.124","224.0.0.251","MDNS","193","Standard query response 0x0000 PTR MacBook Air de Sara._companion-link._tcp.local TXT"
"16","0.003995","fe80::10e5:d914:3200:d339","ff02::fb","MDNS","213","Standard query response 0x0000 PTR MacBook Air de Sara._companion-link._tcp.local TXT"
"17","0.004267","194.210.223.101","224.0.0.251","MDNS","204","Standard query response 0x0000 PTR MacBook Pro de Amadeu._companion-link._tcp.local TXT"
"18","0.004553","fe80::893:e2ff:37b5:e47e","ff02::fb","MDNS","224","Standard query response 0x0000 PTR MacBook Pro de Amadeu._companion-link._tcp.local TXT"
"19","0.004891","194.210.234.104","224.0.0.251","MDNS","204","Standard query response 0x0000 TXT PTR MacBook Air de Jo\303\243o (4)._companion-link._tcp.local"
"20","0.005118","fe80::184c:a90d:1ff8:6c0c","ff02::fb","MDNS","224","Standard query response 0x0000 TXT PTR MacBook Air de Jo\303\243o (4)._companion-link._tcp.local"
"21","0.108426","194.210.223.28","224.0.0.251","MDNS","158","Standard query response 0x0000 PTR iPad de Lara._companion-link._tcp.local TXT"
"22","0.109069","fe80::10a9:9050:4f1e:e50d","ff02::fb","MDNS","178","Standard query response 0x0000 PTR iPad de Lara._companion-link._tcp.local TXT"
"23","0.109485","194.210.220.139","224.0.0.251","MDNS","203","Standard query response 0x0000 TXT PTR MacBook Air de Guilherme._companion-link._tcp.local"
"24","0.109781","fe80::5f:b756:9c19:82c6","ff02::fb","MDNS","223","Standard query response 0x0000 TXT PTR MacBook Air de Guilherme._companion-link._tcp.local"
"25","0.110050","194.210.220.33","224.0.0.251","MDNS","152","Standard query response 0x0000 PTR iPad (38)._companion-link._tcp.local TXT"
"26","0.110270","fe80::86b:2df3:381b:ad1c","ff02::fb","MDNS","172","Standard query response 0x0000 PTR iPad (38)._companion-link._tcp.local TXT"
"27","0.110505","194.210.220.230","224.0.0.251","MDNS","176","Standard query response 0x0000 PTR Y0DYTCGXY3._companion-link._tcp.local TXT"
"28","0.110682","fe80::4c0:ee22:2064:d0e0","ff02::fb","MDNS","196","Standard query response 0x0000 PTR Y0DYTCGXY3._companion-link._tcp.local TXT"
"29","0.110994","194.210.223.128","224.0.0.251","MDNS","150","Standard query response 0x0000 TXT PTR iPad (6)._companion-link._tcp.local"
"30","0.111275","fe80::1c9b:6fc:1ac9:959d","ff02::fb","MDNS","170","Standard query response 0x0000 TXT PTR iPad (6)._companion-link._tcp.local"
"31","0.111521","194.210.221.240","224.0.0.251","MDNS","718","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR T4Gâ\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro GT._companion-link._tcp.local PTR MacBook Air de Mariana._companion-link._tcp.local PTR Andrzejâ\200\231s MacBook._companion-link._tcp.local PTR MacBook Air de Patricia._companion-link._tcp.local PTR Miguel's MacBook Pro._companion-link._tcp.local PTR MacBook Pro (7)._companion-link._tcp.local PTR iPad di Rosalba._companion-link._tcp.local PTR MacBook Air (5)._companion-link._tcp.local PTR iPad (55)._companion-link._tcp.local PTR Ipad (4)._companion-link._tcp.local PTR JC's Mac._companion-link._tcp.local PTR FranciscoLivraghi._companion-link._tcp.local PTR iPad (34)._companion-link._tcp.local PTR MacBook Pro de S\303\251rgio._companion-link._tcp.local PTR Ritaâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad Catarina ._companion-link._tcp.local PTR MacBook Air von Sina._companion-link._tcp.local PTR Beatriz Oliveira._companion-link._tcp.local PTR Miguel's iPad._companion-link._tcp.local"
"32","0.111721","fe80::1c09:4a3d:91a1:2a5b","ff02::fb","MDNS","738","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR T4Gâ\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro GT._companion-link._tcp.local PTR MacBook Air de Mariana._companion-link._tcp.local PTR Andrzejâ\200\231s MacBook._companion-link._tcp.local PTR MacBook Air de Patricia._companion-link._tcp.local PTR Miguel's MacBook Pro._companion-link._tcp.local PTR MacBook Pro (7)._companion-link._tcp.local PTR iPad di Rosalba._companion-link._tcp.local PTR MacBook Air (5)._companion-link._tcp.local PTR iPad (55)._companion-link._tcp.local PTR Ipad (4)._companion-link._tcp.local PTR JC's Mac._companion-link._tcp.local PTR FranciscoLivraghi._companion-link._tcp.local PTR iPad (34)._companion-link._tcp.local PTR MacBook Pro de S\303\251rgio._companion-link._tcp.local PTR Ritaâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad Catarina ._companion-link._tcp.local PTR MacBook Air von Sina._companion-link._tcp.local PTR Beatriz Oliveira._companion-link._tcp.local PTR Miguel's iPad._companion-link._tcp.local"
"33","0.111959","194.210.223.171","224.0.0.251","MDNS","178","Standard query response 0x0000 PTR iPad de Ant\303\263nio Maria._companion-link._tcp.local TXT"
"34","0.112137","fe80::1452:7d7:4e64:71dc","ff02::fb","MDNS","198","Standard query response 0x0000 PTR iPad de Ant\303\263nio Maria._companion-link._tcp.local TXT"
"35","0.112388","194.210.220.127","224.0.0.251","MDNS","197","Standard query response 0x0000 PTR MacBook Pro de Miguel._companion-link._tcp.local TXT"
"36","0.112675","fe80::811:5be2:7a9e:4a93","ff02::fb","MDNS","217","Standard query response 0x0000 PTR MacBook Pro de Miguel._companion-link._tcp.local TXT"
"37","0.113045","194.210.222.20","224.0.0.251","MDNS","259","Standard query response 0x0000 TXT, cache flush NSEC, cache flush sNâ\200\231s MacBook Air._companion-link._tcp.local"
"38","0.113294","fe80::89c:408f:7337:a068","ff02::fb","MDNS","279","Standard query response 0x0000 TXT, cache flush NSEC, cache flush sNâ\200\231s MacBook Air._companion-link._tcp.local"
"39","0.113565","194.210.222.40","224.0.0.251","MDNS","280","Standard query response 0x0000 TXT, cache flush PTR XiaoMi Lite._companion-link._tcp.local TXT NSEC, cache flush XiaoMi Lite._companion-link._tcp.local"
"40","0.113761","fe80::4e5:91ce:8ee9:5b4e","ff02::fb","MDNS","300","Standard query response 0x0000 TXT, cache flush PTR XiaoMi Lite._companion-link._tcp.local TXT NSEC, cache flush XiaoMi Lite._companion-link._tcp.local"
"41","0.114128","194.210.222.163","224.0.0.251","MDNS","456","Standard query response 0x0000 PTR iPad de Tiago (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50116 iPad-de-Tiago-3.local AAAA, cache flush fe80::c5:5282:226e:8936 AAAA, cache flush 2001:690:2100:1016:868:c18b:1b1a:d735 A, cache flush 194.210.222.163 NSEC, cache flush iPad de Tiago (3)._companion-link._tcp.local NSEC, cache flush iPad-de-Tiago-3.local"
"42","0.114342","fe80::c5:5282:226e:8936","ff02::fb","MDNS","476","Standard query response 0x0000 PTR iPad de Tiago (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50116 iPad-de-Tiago-3.local AAAA, cache flush fe80::c5:5282:226e:8936 AAAA, cache flush 2001:690:2100:1016:868:c18b:1b1a:d735 A, cache flush 194.210.222.163 NSEC, cache flush iPad de Tiago (3)._companion-link._tcp.local NSEC, cache flush iPad-de-Tiago-3.local"
"43","0.114621","194.210.223.81","224.0.0.251","MDNS","160","Standard query response 0x0000 PTR Ipad de Marta._companion-link._tcp.local TXT"
"44","0.114880","fe80::41e:fb78:51b8:2459","ff02::fb","MDNS","180","Standard query response 0x0000 PTR Ipad de Marta._companion-link._tcp.local TXT"
"45","0.115176","194.210.221.222","224.0.0.251","MDNS","522","Standard query response 0x0000 PTR MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50450 MacBook-Pro-som-tillhor-Alva.local AAAA, cache flush fe80::14c6:39ac:834:43e AAAA, cache flush 2001:690:2100:1016:146c:2ca2:a321:50ff A, cache flush 194.210.221.222 NSEC, cache flush MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local NSEC, cache flush MacBook-Pro-som-tillhor-Alva.local"
"46","0.115376","fe80::14c6:39ac:834:43e","ff02::fb","MDNS","542","Standard query response 0x0000 PTR MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50450 MacBook-Pro-som-tillhor-Alva.local AAAA, cache flush fe80::14c6:39ac:834:43e AAAA, cache flush 2001:690:2100:1016:146c:2ca2:a321:50ff A, cache flush 194.210.221.222 NSEC, cache flush MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local NSEC, cache flush MacBook-Pro-som-tillhor-Alva.local"
"47","0.115612","194.210.234.126","224.0.0.251","MDNS","198","Standard query response 0x0000 PTR Tiagoâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"48","0.115808","fe80::4:610d:85b4:d71d","ff02::fb","MDNS","218","Standard query response 0x0000 PTR Tiagoâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"49","0.116035","194.210.223.87","224.0.0.251","MDNS","211","Standard query response 0x0000 PTR MacBook Air de Guilherme (2)._companion-link._tcp.local TXT"
"50","0.116309","fe80::1cf2:fd85:6e15:c8b4","ff02::fb","MDNS","231","Standard query response 0x0000 PTR MacBook Air de Guilherme (2)._companion-link._tcp.local TXT"
"51","0.116572","194.210.234.179","224.0.0.251","MDNS","204","Standard query response 0x0000 PTR Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local TXT"
"52","0.116759","fe80::83e:7d60:5ba8:bff5","ff02::fb","MDNS","224","Standard query response 0x0000 PTR Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local TXT"
"53","0.116997","194.210.222.189","224.0.0.251","MDNS","204","Standard query response 0x0000 TXT PTR MacBook Air de Sandra._companion-link._tcp.local"
"54","0.117181","fe80::18c0:5bc2:df41:9af8","ff02::fb","MDNS","224","Standard query response 0x0000 TXT PTR MacBook Air de Sandra._companion-link._tcp.local"
"55","0.117410","194.210.222.218","224.0.0.251","MDNS","202","Standard query response 0x0000 PTR MacBook Air di siria._companion-link._tcp.local TXT"
"56","0.117587","fe80::c53:c8f1:6c65:fc6f","ff02::fb","MDNS","222","Standard query response 0x0000 PTR MacBook Air di siria._companion-link._tcp.local TXT"
"57","0.117811","194.210.223.26","224.0.0.251","MDNS","150","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT"
"58","0.117984","fe80::104c:5106:7519:b2c7","ff02::fb","MDNS","170","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT"
"59","0.118205","fe80::10a2:a19b:1838:cf56","ff02::fb","ICMPv6","86","Multicast Listener Report"
"60","0.204072","194.210.220.221","224.0.0.251","MDNS","173","Standard query 0x0000 TXT brfpm-mac._companion-link._tcp.local, ""QM"" question TXT Davidâ\200\231s iPad._companion-link._tcp.local, ""QM"" question TXT T4Gâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Pro de Gon\303\247alo._companion-link._tcp.local, ""QU"" question"
"61","0.204691","fe80::4af:5359:466c:f827","ff02::fb","MDNS","193","Standard query 0x0000 TXT brfpm-mac._companion-link._tcp.local, ""QM"" question TXT Davidâ\200\231s iPad._companion-link._tcp.local, ""QM"" question TXT T4Gâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Pro de Gon\303\247alo._companion-link._tcp.local, ""QU"" question"
"62","0.205188","194.210.223.141","224.0.0.251","MDNS","256","Standard query response 0x0000 TXT, cache flush NSEC, cache flush iPad de Ines ._companion-link._tcp.local"
"63","0.205518","fe80::187e:5046:f6b5:2e6e","ff02::fb","MDNS","276","Standard query response 0x0000 TXT, cache flush NSEC, cache flush iPad de Ines ._companion-link._tcp.local"
"64","0.205940","194.210.220.39","224.0.0.251","MDNS","227","Standard query response 0x0000 PTR MacBook Air de Francisca (2)._companion-link._tcp.local TXT"
"65","0.206157","fe80::cfd:c5ef:f8cf:5e29","ff02::fb","MDNS","247","Standard query response 0x0000 PTR MacBook Air de Francisca (2)._companion-link._tcp.local TXT"
"66","0.206558","194.210.234.38","224.0.0.251","MDNS","222","Standard query response 0x0000 PTR MacBook Air som tillh\303\266r Klara._companion-link._tcp.local TXT"
"67","0.206800","fe80::3d:b47e:383f:e96","ff02::fb","MDNS","242","Standard query response 0x0000 PTR MacBook Air som tillh\303\266r Klara._companion-link._tcp.local TXT"
"68","0.207051","194.210.223.65","224.0.0.251","MDNS","715","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question TXT MacBook Pro de Amadeu._companion-link._tcp.local, ""QU"" question TXT MacBook Air de madalena._companion-link._tcp.local, ""QU"" question TXT iPad (38)._companion-link._tcp.local, ""QU"" question TXT iPad (6)._companion-link._tcp.local, ""QU"" question TXT iPad de Ant\303\263nio Maria._companion-link._tcp.local, ""QU"" question TXT Ipad de Marta._companion-link._tcp.local, ""QU"" question TXT Tiagoâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT MacBook Air di siria._companion-link._tcp.local, ""QU"" question PTR iPad (38)._companion-link._tcp.local PTR MacBook Pro de Amadeu._companion-link._tcp.local PTR MacBook Air de madalena._companion-link._tcp.local PTR MacBook Air de Guilherme._companion-link._tcp.local PTR Y0DYTCGXY3._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad de Ant\303\263nio Maria._companion-link._tcp.local PTR MacBook Pro de Miguel._companion-link._tcp.local PTR XiaoMi Lite._companion-link._tcp.local PTR iPad de Tiago (3)._companion-link._tcp.local PTR Ipad de Marta._companion-link._tcp.local PTR MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local PTR Tiagoâ\200\231s MacBook Air._companion-link._tcp.local PTR MacBook Air de Guilherme (2)._companion-link._tcp.local PTR Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local PTR MacBook Air de Sandra._companion-link._tcp.local PTR MacBook Air di siria._companion-link._tcp.local"
"69","0.207259","fe80::10a2:a19b:1838:cf56","ff02::fb","MDNS","735","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question TXT MacBook Pro de Amadeu._companion-link._tcp.local, ""QU"" question TXT MacBook Air de madalena._companion-link._tcp.local, ""QU"" question TXT iPad (38)._companion-link._tcp.local, ""QU"" question TXT iPad (6)._companion-link._tcp.local, ""QU"" question TXT iPad de Ant\303\263nio Maria._companion-link._tcp.local, ""QU"" question TXT Ipad de Marta._companion-link._tcp.local, ""QU"" question TXT Tiagoâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT MacBook Air di siria._companion-link._tcp.local, ""QU"" question PTR iPad (38)._companion-link._tcp.local PTR MacBook Pro de Amadeu._companion-link._tcp.local PTR MacBook Air de madalena._companion-link._tcp.local PTR MacBook Air de Guilherme._companion-link._tcp.local PTR Y0DYTCGXY3._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad de Ant\303\263nio Maria._companion-link._tcp.local PTR MacBook Pro de Miguel._companion-link._tcp.local PTR XiaoMi Lite._companion-link._tcp.local PTR iPad de Tiago (3)._companion-link._tcp.local PTR Ipad de Marta._companion-link._tcp.local PTR MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local PTR Tiagoâ\200\231s MacBook Air._companion-link._tcp.local PTR MacBook Air de Guilherme (2)._companion-link._tcp.local PTR Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local PTR MacBook Air de Sandra._companion-link._tcp.local PTR MacBook Air di siria._companion-link._tcp.local"
"70","0.208389","194.210.223.24","224.0.0.251","MDNS","1480","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR iPad Adriana ._companion-link._tcp.local PTR Andrzejâ\200\231s MacBook._companion-link._tcp.local PTR MacBook Pro (7)._companion-link._tcp.local PTR Ipad (4)._companion-link._tcp.local PTR MacBook Air de Lourenco._companion-link._tcp.local PTR MacBook Air de Daniel._companion-link._tcp.local PTR iPad de Jo\303\243o (2)._companion-link._tcp.local PTR brfpm-mac._companion-link._tcp.local PTR MacBook Pro de Jorge._companion-link._tcp.local PTR sNâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (62)._companion-link._tcp.local PTR Mariaâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Esconderijo Escondido._companion-link._tcp.local PTR Davidâ\200\231s iPad._companion-link._tcp.local PTR MacBook Air de Helena (2)._companion-link._tcp.local PTR MacBook Pro de Gon\303\247alo._companion-link._tcp.local PTR iPad di Rosalba._companion-link._tcp.local PTR T4Gâ\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Air de Duarte._companion-link._tcp.local PTR Miguel's MacBook Pro._companion-link._tcp.local PTR Altti - MacBook Air._companion-link._tcp.local PTR MacBook Air de Sara._companion-link._tcp.local PTR MacBook Pro de Amadeu._companion-link._tcp.local PTR MacBook Air de Jo\303\243o (4)._companion-link._tcp.local PTR iPad de Lara._companion-link._tcp.local PTR MacBook Air de madalena._companion-link._tcp.local PTR MacBook Air de Guilherme._companion-link._tcp.local PTR iPad (38)._companion-link._tcp.local PTR Y0DYTCGXY3._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad de Ant\303\263nio Maria._companion-link._tcp.local PTR MacBook Pro de Miguel._companion-link._tcp.local PTR XiaoMi Lite._companion-link._tcp.local PTR iPad da Rita._companion-link._tcp.local PTR MacBook Pro GT._companion-link._tcp.local PTR iPad (80)._companion-link._tcp.local PTR MacBook Air di Agnese._companion-link._tcp.local PTR JC's Mac._companion-link._tcp.local PTR FranciscoLivraghi._companion-link._tcp.local PTR iPad von kim ._companion-link._tcp.local PTR MacBook Air de Afonso._companion-link._tcp.local PTR halof._companion-link._tcp.local PTR iPad Catarina ._companion-link._tcp.local PTR MacBook Air de vicente._companion-link._tcp.local"
"71","0.208781","fe80::ccb:5ad5:3ec8:b306","ff02::fb","MDNS","1500","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR iPad Adriana ._companion-link._tcp.local PTR Andrzejâ\200\231s MacBook._companion-link._tcp.local PTR MacBook Pro (7)._companion-link._tcp.local PTR Ipad (4)._companion-link._tcp.local PTR MacBook Air de Lourenco._companion-link._tcp.local PTR MacBook Air de Daniel._companion-link._tcp.local PTR iPad de Jo\303\243o (2)._companion-link._tcp.local PTR brfpm-mac._companion-link._tcp.local PTR MacBook Pro de Jorge._companion-link._tcp.local PTR sNâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (62)._companion-link._tcp.local PTR Mariaâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Esconderijo Escondido._companion-link._tcp.local PTR Davidâ\200\231s iPad._companion-link._tcp.local PTR MacBook Air de Helena (2)._companion-link._tcp.local PTR MacBook Pro de Gon\303\247alo._companion-link._tcp.local PTR iPad di Rosalba._companion-link._tcp.local PTR T4Gâ\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Air de Duarte._companion-link._tcp.local PTR Miguel's MacBook Pro._companion-link._tcp.local PTR Altti - MacBook Air._companion-link._tcp.local PTR MacBook Air de Sara._companion-link._tcp.local PTR MacBook Pro de Amadeu._companion-link._tcp.local PTR MacBook Air de Jo\303\243o (4)._companion-link._tcp.local PTR iPad de Lara._companion-link._tcp.local PTR MacBook Air de madalena._companion-link._tcp.local PTR MacBook Air de Guilherme._companion-link._tcp.local PTR iPad (38)._companion-link._tcp.local PTR Y0DYTCGXY3._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad de Ant\303\263nio Maria._companion-link._tcp.local PTR MacBook Pro de Miguel._companion-link._tcp.local PTR XiaoMi Lite._companion-link._tcp.local PTR iPad da Rita._companion-link._tcp.local PTR MacBook Pro GT._companion-link._tcp.local PTR iPad (80)._companion-link._tcp.local PTR MacBook Air di Agnese._companion-link._tcp.local PTR JC's Mac._companion-link._tcp.local PTR FranciscoLivraghi._companion-link._tcp.local PTR iPad von kim ._companion-link._tcp.local PTR MacBook Air de Afonso._companion-link._tcp.local PTR halof._companion-link._tcp.local PTR iPad Catarina ._companion-link._tcp.local PTR MacBook Air de vicente._companion-link._tcp.local"
"72","0.209141","194.210.223.24","224.0.0.251","MDNS","501","Standard query 0x0000 PTR iPad de Ines ._companion-link._tcp.local PTR iPad de Tiago (3)._companion-link._tcp.local PTR Ipad de Marta._companion-link._tcp.local PTR MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local PTR MacBook Air de Guilherme (2)._companion-link._tcp.local PTR Tiagoâ\200\231s MacBook Air._companion-link._tcp.local PTR Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local PTR MacBook Air de Sandra._companion-link._tcp.local PTR MacBook Air di siria._companion-link._tcp.local PTR iPad (2)._companion-link._tcp.local PTR MacBook Air de Francisca (2)._companion-link._tcp.local PTR MacBook Air (5)._companion-link._tcp.local"
"73","0.209383","fe80::ccb:5ad5:3ec8:b306","ff02::fb","MDNS","521","Standard query 0x0000 PTR iPad de Ines ._companion-link._tcp.local PTR iPad de Tiago (3)._companion-link._tcp.local PTR Ipad de Marta._companion-link._tcp.local PTR MacBook Pro som tillh\303\266r Alva (2)._companion-link._tcp.local PTR MacBook Air de Guilherme (2)._companion-link._tcp.local PTR Tiagoâ\200\231s MacBook Air._companion-link._tcp.local PTR Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local PTR MacBook Air de Sandra._companion-link._tcp.local PTR MacBook Air di siria._companion-link._tcp.local PTR iPad (2)._companion-link._tcp.local PTR MacBook Air de Francisca (2)._companion-link._tcp.local PTR MacBook Air (5)._companion-link._tcp.local"
"74","0.209633","194.210.223.24","224.0.0.251","MDNS","250","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question TXT Ipad de Marta._companion-link._tcp.local, ""QU"" question TXT Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local, ""QU"" question TXT MacBook Air de Sandra._companion-link._tcp.local, ""QU"" question TXT MacBook Air di siria._companion-link._tcp.local, ""QU"" question TXT iPad (2)._companion-link._tcp.local, ""QU"" question TXT MacBook Air de Francisca (2)._companion-link._tcp.local, ""QU"" question"
"75","0.211001","fe80::ccb:5ad5:3ec8:b306","ff02::fb","MDNS","270","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question TXT Ipad de Marta._companion-link._tcp.local, ""QU"" question TXT Joaoâ\200\231s MacBook Pro (4)._companion-link._tcp.local, ""QU"" question TXT MacBook Air de Sandra._companion-link._tcp.local, ""QU"" question TXT MacBook Air di siria._companion-link._tcp.local, ""QU"" question TXT iPad (2)._companion-link._tcp.local, ""QU"" question TXT MacBook Air de Francisca (2)._companion-link._tcp.local, ""QU"" question"
"76","0.211331","194.210.221.231","224.0.0.251","MDNS","162","Standard query response 0x0000 PTR iPad Catarina ._companion-link._tcp.local TXT"
"77","0.211542","fe80::c46:bab6:41de:9116","ff02::fb","MDNS","182","Standard query response 0x0000 PTR iPad Catarina ._companion-link._tcp.local TXT"
"78","0.257022","2001:690:2100:1016:e4be:208b:460f:46c6","2606:50c0:8001::154","TCP","75","58658  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"79","0.268298","2606:50c0:8001::154","2001:690:2100:1016:e4be:208b:460f:46c6","TCP","86","443  >  58658 [ACK] Seq=1 Ack=2 Win=277 Len=0 SLE=1 SRE=2"
"80","0.306653","194.210.221.240","224.0.0.251","MDNS","273","Standard query 0x0000 ANY f6:af:56:d5:22:d4@fe80::f4af:56ff:fed5:22d4-supportsRP-24._apple-mobdev2._tcp.local, ""QU"" question ANY iPhone-de-Margarida-Serralheiro.local, ""QU"" question SRV 0 0 32498 iPhone-de-Margarida-Serralheiro.local AAAA fe80::1c09:4a3d:91a1:2a5b AAAA 2001:690:2100:1016:809:cda7:2210:190 A 194.210.221.240"
"81","0.307285","fe80::1c09:4a3d:91a1:2a5b","ff02::fb","MDNS","293","Standard query 0x0000 ANY f6:af:56:d5:22:d4@fe80::f4af:56ff:fed5:22d4-supportsRP-24._apple-mobdev2._tcp.local, ""QU"" question ANY iPhone-de-Margarida-Serralheiro.local, ""QU"" question SRV 0 0 32498 iPhone-de-Margarida-Serralheiro.local AAAA fe80::1c09:4a3d:91a1:2a5b AAAA 2001:690:2100:1016:809:cda7:2210:190 A 194.210.221.240"
"82","0.307801","194.210.221.207","224.0.0.251","MDNS","78","Standard query 0x0005 PTR _nsdswc._tcp.local, ""QM"" question"
"83","0.308107","fe80::9cae:68ff:fe73:7d8","ff02::fb","MDNS","98","Standard query 0x0005 PTR _nsdswc._tcp.local, ""QM"" question"
"84","0.308493","194.210.222.168","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
